x1,x2,target
-4.534340209710358,9.20074044296775,0
-7.314123418583586,-7.189281716744586,2
-8.101755000043216,-6.1671111631035584,2
-7.846603334280483,-6.927820949417926,2
-6.590458547243452,-4.424809453365052,2
-6.657493419517557,-7.358858214939424,2
-6.450008972018685,-6.672421906112835,2
2.861158587323823,3.4692139954299153,1
-3.436128094630833,8.954760772136522,0
-6.713174982938214,-6.387658329267797,2
3.6277744609679337,0.31831301207496265,1
-7.119952589309405,-7.254930400825544,2
-2.035959998479205,8.94145721554145,0
-1.3460338708977906,9.024519189217909,0
4.063107505659769,2.728560909766488,1
3.880746174674403,2.1235634704169395,1
-5.332121989821209,-5.084231920180425,2
6.142235888324129,2.047264464360507,1
-3.3381926339748222,8.454105088001352,0
4.180517936687857,1.1233253144759403,1
-7.960690518751168,-6.2641739863316825,2
-6.635826477380071,-7.444188224012675,2
-6.236904431283726,-5.550957063143516,2
4.7375549347769335,1.2001599000852656,1
2.5724367361882248,1.8840496444279435,1
-5.955600171944369,-7.065011729718936,2
5.330022827939214,1.5719492120548957,1
-6.9749227235382225,-6.601088067505607,2
-6.271730681434731,-6.693500470119589,2
-7.046745271468124,-6.733395906842624,2
2.5159831119182945,1.447414662259971,1
-3.3346948198452617,8.692900286545328,0
-6.157955127108035,-8.009161364493176,2
-5.329126698337193,-7.878463634014738,2
5.566056383759743,3.8825863244108625,1
4.168840530609779,2.2052196212983683,1
-6.708761753023328,-7.064092929628626,2
-7.737984971332484,-6.179799713866955,2
-7.517014318457788,-5.691093062168395,2
-3.038957826819789,9.527553561311677,0
-2.5439093927579934,7.845608090578789,0
-3.746148333930832,7.693829515114045,0
4.380287484864496,0.4700267308226258,1
-7.404147457431044,-6.3907350320480285,2
4.1260119188914075,0.9139561620517804,1
2.926744307137224,3.327042058106145,1
-2.3360166972015683,9.399603507927159,0
-7.100591364980934,-6.853223754281416,2
-2.2951038789225464,7.768547349486333,0
-5.8477826516826354,-8.365669966312918,2
4.9774814983033036,1.5612927178182647,1
3.8766196796855845,0.16828758327621296,1
-4.58072906753202,-7.242948153715606,2
-6.954060620251316,-6.259437495725269,2
-1.6095977476194996,9.321585649074931,0
-2.412201658060032,9.609443153635235,0
-6.623597456837395,-5.897418609330432,2
-3.282022837590322,8.777467521458313,0
-3.0985623799969617,9.863888225219346,0
4.658297215417653,3.649606996216015,1
-7.6067643669761384,-7.127628228827452,2
-8.23948333213119,-6.133856027248726,2
-5.850471553825626,-6.407512110862903,2
-2.1779341916491863,9.98983125532068,0
-2.2516472323299856,8.939840212432154,0
-6.6831060214498,-6.171105835687435,2
-6.6767041702999705,-8.39585370827318,2
-3.4838792932800717,9.801370731940773,0
-2.5450236621627016,10.578929784012328,0
2.9704735551067296,2.516529876320667,1
5.140796023852483,0.995614439142181,1
5.272660702334386,4.243862541745128,1
-2.281737688448621,10.321428882480749,0
-6.288972360458961,-5.771406012693038,2
-0.62301172184222,9.18886394103016,0
-2.422150554814579,8.715278777732454,0
-5.032990195103604,-7.950194359602099,2
-7.438549038422859,-6.502897718211425,2
-0.38704142604011693,10.046751388749469,0
5.285254785813249,3.341801241473081,1
-2.5040841664102893,8.779698994823175,0
-6.571825422259211,-8.590277985932572,2
-7.24059335697035,-5.720779789911699,2
-6.630243507440515,-5.302656313512472,2
-5.941343385175273,-7.39615432149332,2
-7.58397088169403,-8.288570889639507,2
-3.7700815773877956,9.932148075253098,0
5.885964028725731,-0.10022054846741746,1
-2.2130773459881743,9.275341400378212,0
-2.2493148288043265,9.796108999975631,0
-6.912754164025067,-5.0855517297581585,2
5.646171645442542,1.3962778144175831,1
-2.4121200737047097,9.98293111873121,0
-1.686652710949561,7.793442478227299,0
-5.943948798003809,-5.608554498281788,2
-6.850882368216452,-5.601657730668648,2
4.3704720017835434,2.690711939736694,1
-6.510953882278369,-7.2734484056033075,2
3.3499179364870475,0.6780909118771159,1
-2.7268788262799704,10.11306298018551,0
-1.6837812740647204,9.82779576419896,0
-6.914312078538051,-6.645894860739426,2
-5.3000550454205575,-7.402969620429215,2
6.488834931173447,3.0997347134884894,1
-5.684580562226428,-8.40329649805972,2
-3.9245683651031644,8.593640805432962,0
-1.9872560574358524,9.311270801431508,0
-7.491144994143219,-8.286770690124168,2
-2.2325068237227312,9.841469377234345,0
-6.9197851417956135,-8.310884695393995,2
-2.4416694183648264,7.589537941984865,0
5.497538459430121,1.813231153977305,1
3.319645629207459,3.8046284497950857,1
-3.189222344631241,9.246539825359324,0
-7.502767717576035,-7.435586712436201,2
-2.9811294888421838,10.103236725165688,0
4.189813364748858,2.5960196162882307,1
-1.4261463798774732,10.068088180233225,0
-3.6601912004750528,9.389984146543993,0
-6.683781936053588,-7.858482370890979,2
3.977255077282255,2.5437683525338914,1
3.9214346149756656,1.7597225322288848,1
4.370990145673271,0.8666437751990617,1
3.6541527898925574,2.477216199458576,1
-2.8519121395795195,8.212008858976702,0
-8.227812613256983,-6.136845499253232,2
-5.805995441291498,-7.906624892687007,2
-7.243239403365126,-6.937055216997014,2
-1.9223405292524798,11.2047417540083,0
5.511003539659794,1.647146151772891,1
-1.7619040179294885,9.624656393631787,0
4.71724714387572,1.1118854826124682,1
3.7642605828433444,0.5903699529763959,1
2.6017543010502475,0.9650833730233279,1
-3.4286218572865534,10.564220533215861,0
-2.7173198734100255,8.521285193539489,0
-6.593761800426365,-6.545652803288922,2
-7.066498835312629,-7.3198406515501215,2
4.645122535946284,2.020150277705474,1
-2.4489674131117236,11.477528240683608,0
-1.883530275287744,8.157128571782039,0
4.37000390093473,0.9944059681584246,1
-2.216125149754069,8.299934710171954,0
-1.8229374326782368,7.40157025700867,0
-3.3987120526782735,8.198475843232883,0
-2.185113653657955,8.629203847782005,0
4.364827139076457,-0.32875148079485284,1
-2.6609827180883334,9.602603334682899,0
-7.187405426104271,-6.660959265612008,2
-2.6248459054409907,8.713182432609033,0
-5.214152746688693,-5.865739528257816,2
-2.949242109749734,9.145026705484414,0
-1.9941499367467022,12.867017618853042,0
-2.151410262704467,9.575070654566556,0
-7.492415881635656,-7.267811153211931,2
-3.7005011202553986,9.670839736832152,0
4.408944306019423,2.6693760487541502,1
5.2169509634086415,1.7701242978977394,1
4.621365700235711,1.6845110450205936,1
-3.5800901211138623,9.496758543441507,0
4.884845407336824,1.4662265085696022,1
4.394135772142157,1.7004461141930616,1
-2.2587047727068734,9.360734337695297,0
-4.059861054118883,9.08284910300435,0
5.5903026744141515,1.3962660282783288,1
-5.459122943161415,-7.450855887025423,2
-2.7326604083786012,9.728286622290414,0
-4.116680857613978,9.198919986730626,0
-4.4279688383517914,8.987772252749105,0
-2.2282057553177177,8.391586608377727,0
-6.961778369543839,-5.762813761687819,2
-7.8555004441286025,-5.826467796668107,2
-0.6434231119079936,9.488119049110109,0
4.109377688617574,1.3973514432960519,1
-2.31013792747928,8.414069251039527,0
-3.348415146275389,8.705073752347108,0
-7.802860437262174,-8.231794198892281,2
-2.4636257831489363,8.362685780592505,0
5.023944285167409,1.9404749358466389,1
-6.247219452095749,-5.907555143649216,2
3.7414641648797433,2.4650888554472377,1
4.821745091286597,2.221390270241068,1
-6.168667222947779,-6.435846281789907,2
-2.496195731174843,10.467820205355638,0
-4.234115455565783,8.45199859895735,0
-2.1850312705643082,8.884143073830638,0
-7.883767957903338,-7.647907158380075,2
-5.750464963121823,7.989898486864032,0
-6.608048353955897,-8.156858169096257,2
3.124687774029549,3.3400439513852564,1
6.233065462867499,1.4619540075095467,1
-1.2315327272643253,8.422714739362492,0
5.118858661974493,2.3068317892276804,1
-6.18140387753768,-6.486624207854197,2
6.091022444023143,2.932440510025939,1
4.5771997389549295,2.9283120044419704,1
-1.031303578311234,8.496015909924674,0
6.793061293739658,1.2058221210526825,1
4.837963596995956,1.8288092720167894,1
4.749273630832994,2.698936307839424,1
2.936496396872947,1.9176219850441132,1
-1.2422864738661274,8.306616662579541,0
5.5094847563337614,3.328807542745683,1
-6.9191823450079255,-6.198608895903322,2
6.2684943817993934,0.5930682257258406,1
6.327020471300666,2.8548094408901825,1
4.8639713180385185,1.9857620847225268,1
-8.160056543647553,-5.125315411291582,2
-6.925213207506768,-6.636770143953255,2
6.1910308117506245,2.0888443182335905,1
4.531118687771244,2.3748814060396732,1
-1.3510867495526824,9.805948822161257,0
-5.497468200113743,-6.231399705686304,2
6.163002913497759,2.5120797276253906,1
3.0454511774337343,1.3737946609869591,1
-6.197735701524959,-5.033402267539913,2
-6.536901844773566,-6.423356374122163,2
-6.819996821231096,-7.5270463709815205,2
5.469284417411591,-0.23796562506715313,1
-7.9606837315595325,-5.826956739943043,2
-7.517367175402586,-7.411106548277765,2
-6.257817228934074,-8.450334313166403,2
-6.386309290270381,-6.695273469581073,2
-7.126804573671867,-7.562093841273745,2
-0.19453905637924152,7.147020935606573,0
-6.8960500872240225,-5.691716319827862,2
-1.8272446517577863,8.704019371604865,0
-5.673118224642913,-7.697045264263183,2
-3.2112507169301026,8.686623981600553,0
-3.7094940301085266,8.679784892357373,0
-7.05657441864532,-7.6784068378144,2
-1.534077889634999,8.867228746696183,0
3.105764665492479,3.250846505839241,1
4.620862628325413,0.9706403193029232,1
-2.9945611708818536,9.096160267584644,0
-2.9841429342137062,8.360956895624609,0
4.966806209992264,1.7540691551318677,1
-3.571501336778855,9.487878558833502,0
2.9474142065132822,3.502720003401346,1
-0.9299848075453587,9.78172085735123,0
3.191794494730777,0.5657059095641768,1
4.573799037580785,0.7621534841782753,1
4.152272612155608,1.540611496121111,1
-1.0679243339866347,7.578423977018883,0
4.739211141657327,2.724556807312521,1
-6.22108291847844,-4.869905054509597,2
-8.258946419165797,-7.611039633217866,2
3.779465470944149,1.5886141397109066,1
-7.369066633669492,-5.835948716206874,2
-1.5458214938084285,9.42706705513482,0
2.168234336100812,1.176274428470255,1
-3.3017183614854506,8.899549686731422,0
5.819318956949388,1.5039940318360272,1
-3.053580347577933,9.125208717908187,0
3.1612925904482596,3.116923727147661,1
5.294244492582159,1.917585013030277,1
-6.229426013192609,-6.9792854570553295,2
-2.4333930648590236,8.33712441668621,0
3.0123363983449387,2.021254630602114,1
3.9401533282355157,2.187149594674954,1
-2.521444395899665,8.11703175671249,0
-6.059145009953906,-6.372835562168649,2
-2.9883718608980403,8.828627151534505,0
-6.286525933182887,-7.189656032589937,2
-2.152182137087703,8.321376532937668,0
4.653808128141048,1.9490445968307286,1
-7.455265017389044,-6.758099778630585,2
-2.7617657744459105,7.766502946233472,0
-6.883229730241839,-8.038474282468488,2
5.254045536271526,2.730677393988037,1
-6.499429340145307,-6.269523847992123,2
-7.881247201046186,-7.161209886161902,2
5.463049420190016,2.046487651129136,1
-5.081940664301747,-6.239266732008937,2
-1.593795505350676,9.343037237858006,0
7.213238639477962,2.0323881179552203,1
-7.4318502354322415,-6.247177775520436,2
-7.829026079983213,-4.247727528438556,2
-2.978672008987702,9.556846171784287,0
4.297191242147752,1.6017288179449405,1
-6.309859910919066,-6.432401033258632,2
5.396867452873453,1.0510043597631067,1
-7.1208632490076,-6.52805419676165,2
3.883528090943798,0.5509159743430578,1
-3.8868669910098412,8.0764610882832,0
-1.0435488541311961,8.788509827711787,0
2.7690869152022457,1.6216561998994234,1
-6.917261893576119,-5.776807711259425,2
4.10962121785566,1.1802968516783878,1
-2.9698363940125376,10.071408354417237,0
-3.317691225945938,8.512529084613785,0
-1.7707310430573397,9.185654409388292,0
7.718759644683339,3.0927445953753088,1
-5.812952501562116,-5.710814002830274,2
5.475570948293243,0.8434628292831139,1
-4.028567589006764,8.530052055332071,0
3.602632681901645,1.7828310058571237,1
5.5121994729487795,2.1565116896790837,1
-6.692860426674192,-7.635492525629269,2
-6.295699005825306,-7.239401684063006,2
5.677418780486001,1.463153285085985,1
4.8996013379495835,1.0688530588363234,1
-8.28713888586909,-7.657926280866822,2
-3.2924509153889874,8.692224611992646,0
6.604603969144491,2.008433235912461,1
-7.42454627796022,-6.480973478923875,2
-3.170984087821138,9.866719462994546,0
3.9892362671062744,1.486044300176036,1
-2.8244668676930957,9.773255348691588,0
-3.393055059253883,9.168011234143849,0
4.962597396566191,1.145938740388409,1
-2.6704833347187593,9.41833698501286,0
-1.9621002418827123,8.812093475764428,0
-3.9877196134201776,8.294441919803614,0
-7.506594248939037,-5.067661035279018,2
-6.471374435436799,-8.582693197513787,2
3.335409335723248,2.6428422327707706,1
-2.267235351486716,7.101005883540523,0
4.711445073447494,1.4955122371756153,1
-5.432649306797537,-6.683554816764372,2
-3.186119623358709,9.62596241703919,0
-3.327418306286223,11.106673403883782,0
3.4566203235623263,-0.06606249381936857,1
-8.436256364675174,-6.274099641930307,2
7.085630815844928,2.1023908659159596,1
1.9889090278350894,3.0646765358631938,1
-6.045705036602366,-6.42092951404751,2
-6.668609723948651,-6.976822705146339,2
5.819176020291928,2.040688165350841,1
-4.352694765277649,-7.410978366196267,2
-2.9557125751197715,9.870684922521793,0
-5.128942727142494,9.836188632573545,0
-8.159931589822165,-6.0076522649958015,2
4.760174467940001,2.487608517999481,1
-7.299814008247127,-7.161894202136454,2
-0.8767863191211149,7.584144750237689,0
-1.106403312116651,7.612435065406041,0
-6.861193258085877,-6.532527887914275,2
4.695603748516796,3.0673612024116803,1
-8.961556599034992,-5.183653224985909,2
-2.4174368465172478,7.026717213597429,0
-2.530099217016898,9.131613511507103,0
3.674955375647997,2.6592211439391713,1
-5.623871065577749,-7.774716895495451,2
-2.7545857390556208,8.260549963840832,0
5.053313739451802,3.8499654964987977,1
5.120888067964815,2.1970537082198636,1
4.978375243722516,1.5578817700399308,1
4.664389010487044,2.471167975186182,1
6.521903332703135,3.3185897300957095,1
-2.004210344072293,9.880041322368443,0
5.00647708232495,1.0332898976133769,1
-6.949792902609917,-8.541070526791938,2
4.950786401826106,3.448525900890284,1
-6.765399542489231,-6.729807831814069,2
4.511961244747335,1.0176292433403062,1
-2.7015585878338726,9.315833470531935,0
-1.6963355042137902,9.643914970121934,0
-0.7437433827716533,9.419267839159277,0
4.631906194911484,3.453113822830758,1
3.8660896371245284,0.728514980629315,1
-1.4781981005567992,9.94556624731452,0
-6.851308815020809,-6.850353453780201,2
-8.131166615341714,-5.436344989202687,2
-2.773854456290706,11.73445529478794,0
-3.109836312971555,8.722592378405045,0
-7.900860008281983,-6.171753145976593,2
-5.3762288893841195,-6.002747302700275,2
-2.5226948477906843,7.956575199242421,0
-7.419386871460632,-7.658414318678259,2
3.800156994047325,1.3737770384967098,1
4.19558557615199,2.350470176985584,1
-2.065378194906522,9.788920181627658,0
-2.9726153158652124,8.548556374628065,0
-6.671244383203717,-8.921844461700237,2
-7.325129712552042,-5.426725116158246,2
-2.1655793334842888,7.251245972835587,0
4.481870937649112,1.5462886139933119,1
-6.319836743220231,-5.799328867721325,2
-6.701926190218016,-8.215453951986047,2
6.7006267611100885,3.7285105263839364,1
-7.450806180934067,-6.307526811919788,2
-6.746657517004394,-7.58023040821512,2
-3.417221698573961,7.60198242686303,0
-6.171875255695794,-7.442576369170214,2
4.047484911989232,1.1091789142609159,1
-2.4449176039572875,7.936541350269016,0
-5.480271754565268,-5.955475910363178,2
-2.5862993324668544,9.355438103014965,0
4.304094136937973,3.642191209230125,1
-7.40235021167031,-5.831100367439057,2
5.159225350469273,3.5059085969433097,1
